,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Day53,14.0,3.0,72.0,46.0,3.0,71.0,12.0,5.0,1.0,1.0,3.0,3.0,4.0,3.0,5.0,1.0,5.0,52.0,69.0,31.0
Day54,64.0,2.0,75.0,23.0,3.0,31.0,6.0,10.0,2.0,2.0,5.0,4.0,2.0,0.0,4.0,0.0,4.0,4.0,73.0,27.0
Day55,17.0,51.0,66.0,41.0,5.0,45.0,15.0,6.0,4.0,2.0,3.0,3.0,3.0,4.0,1.0,3.0,2.0,1.0,66.0,34.0
Day56,13.0,6.0,88.0,19.0,3.0,26.0,11.0,6.0,2.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0,4.0,78.0,22.0
Day57,14.0,1.0,71.0,58.0,3.0,41.0,16.0,14.0,0.0,1.0,8.0,4.0,4.0,4.0,5.0,3.0,1.0,2.0,68.0,32.0
Day58,8.0,2.0,68.0,37.0,54.0,45.0,9.0,7.0,4.0,0.0,1.0,1.0,3.0,3.0,4.0,0.0,0.0,2.0,63.0,37.0
Day59,18.0,0.0,69.0,43.0,3.0,72.0,14.0,9.0,2.0,5.0,3.0,3.0,5.0,4.0,2.0,3.0,3.0,2.0,68.0,32.0
Day60,41.0,4.0,71.0,19.0,3.0,40.0,52.0,6.0,3.0,4.0,0.0,2.0,5.0,3.0,3.0,2.0,3.0,6.0,70.0,30.0
Day61,11.0,1.0,75.0,18.0,5.0,37.0,11.0,57.0,1.0,2.0,5.0,2.0,3.0,2.0,3.0,3.0,1.0,4.0,75.0,25.0
Day62,17.0,2.0,71.0,11.0,4.0,33.0,14.0,21.0,55.0,3.0,4.0,0.0,3.0,6.0,2.0,0.0,3.0,1.0,71.0,29.0
Day63,70.0,3.0,73.0,26.0,3.0,34.0,7.0,7.0,3.0,62.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,1.0,72.0,28.0
Day64,9.0,1.0,62.0,8.0,5.0,41.0,8.0,63.0,0.0,2.0,61.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,62.0,38.0
Day65,49.0,3.0,66.0,18.0,1.0,40.0,62.0,6.0,4.0,5.0,2.0,51.0,4.0,2.0,0.0,5.0,1.0,4.0,65.0,35.0
Day66,55.0,3.0,82.0,12.0,3.0,26.0,62.0,10.0,2.0,4.0,4.0,5.0,56.0,1.0,1.0,2.0,2.0,2.0,82.0,18.0
Day67,45.0,1.0,70.0,16.0,6.0,39.0,59.0,4.0,3.0,3.0,3.0,1.0,4.0,48.0,2.0,3.0,2.0,4.0,69.0,31.0
Day68,17.0,4.0,82.0,41.0,2.0,46.0,9.0,8.0,1.0,3.0,6.0,4.0,3.0,1.0,45.0,4.0,2.0,5.0,63.0,37.0
Day69,10.0,2.0,76.0,56.0,2.0,75.0,9.0,5.0,5.0,2.0,2.0,4.0,2.0,3.0,5.0,57.0,2.0,1.0,74.0,26.0
Day70,12.0,1.0,73.0,52.0,3.0,77.0,10.0,7.0,2.0,3.0,2.0,3.0,1.0,4.0,3.0,3.0,56.0,4.0,69.0,31.0
Day71,14.0,1.0,76.0,57.0,2.0,72.0,11.0,7.0,3.0,2.0,3.0,1.0,3.0,4.0,3.0,4.0,6.0,48.0,75.0,25.0
Day72,69.0,3.0,67.0,34.0,0.0,41.0,8.0,8.0,5.0,6.0,4.0,1.0,2.0,1.0,0.0,5.0,3.0,1.0,66.0,34.0
Day73,13.0,60.0,71.0,27.0,4.0,35.0,10.0,3.0,5.0,3.0,1.0,2.0,1.0,3.0,0.0,1.0,4.0,4.0,70.0,30.0
Day74,14.0,2.0,88.0,34.0,1.0,39.0,11.0,3.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,5.0,3.0,0.0,68.0,32.0
Day75,15.0,2.0,69.0,69.0,3.0,40.0,15.0,3.0,0.0,1.0,0.0,5.0,5.0,2.0,1.0,6.0,3.0,2.0,68.0,32.0
Day76,18.0,2.0,83.0,28.0,55.0,24.0,13.0,4.0,0.0,3.0,1.0,3.0,7.0,0.0,5.0,2.0,0.0,0.0,79.0,21.0
Day77,10.0,4.0,75.0,55.0,4.0,74.0,8.0,8.0,3.0,3.0,5.0,3.0,3.0,1.0,0.0,3.0,2.0,3.0,74.0,26.0
Day78,53.0,0.0,77.0,9.0,5.0,28.0,58.0,8.0,7.0,3.0,2.0,6.0,3.0,2.0,4.0,2.0,0.0,2.0,75.0,25.0
Day79,16.0,5.0,63.0,16.0,4.0,46.0,21.0,44.0,2.0,2.0,3.0,7.0,6.0,4.0,1.0,3.0,3.0,5.0,61.0,39.0
Day80,16.0,2.0,71.0,19.0,2.0,38.0,9.0,19.0,55.0,3.0,2.0,2.0,2.0,0.0,3.0,4.0,4.0,2.0,71.0,29.0
Day81,67.0,1.0,76.0,32.0,5.0,35.0,4.0,5.0,2.0,59.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,6.0,74.0,26.0
Day82,8.0,1.0,76.0,13.0,3.0,34.0,7.0,65.0,3.0,2.0,61.0,1.0,0.0,4.0,2.0,4.0,3.0,1.0,75.0,25.0
Day83,50.0,3.0,72.0,12.0,3.0,36.0,64.0,9.0,3.0,3.0,2.0,56.0,3.0,2.0,2.0,2.0,1.0,2.0,70.0,30.0
Day84,50.0,5.0,75.0,13.0,1.0,32.0,62.0,6.0,1.0,1.0,0.0,1.0,54.0,2.0,1.0,2.0,4.0,3.0,74.0,26.0
Day85,48.0,4.0,71.0,13.0,6.0,37.0,56.0,3.0,4.0,3.0,0.0,4.0,6.0,41.0,5.0,3.0,3.0,5.0,69.0,31.0
Day86,16.0,4.0,88.0,27.0,2.0,33.0,12.0,5.0,3.0,4.0,2.0,2.0,3.0,6.0,49.0,5.0,2.0,4.0,76.0,24.0
Day87,15.0,0.0,67.0,45.0,3.0,71.0,12.0,7.0,3.0,4.0,4.0,2.0,4.0,1.0,1.0,56.0,1.0,3.0,65.0,35.0
Day88,5.0,3.0,64.0,56.0,1.0,86.0,10.0,4.0,2.0,0.0,3.0,2.0,2.0,2.0,2.0,4.0,65.0,1.0,64.0,36.0
Day89,16.0,1.0,65.0,41.0,1.0,73.0,14.0,9.0,1.0,2.0,6.0,2.0,4.0,5.0,3.0,5.0,1.0,53.0,65.0,35.0
Day90,66.0,0.0,79.0,26.0,4.0,33.0,10.0,6.0,0.0,2.0,0.0,3.0,1.0,4.0,0.0,3.0,1.0,3.0,79.0,21.0
Day91,11.0,54.0,72.0,26.0,5.0,34.0,11.0,7.0,1.0,2.0,3.0,5.0,2.0,2.0,3.0,1.0,2.0,2.0,71.0,29.0
Day92,18.0,1.0,90.0,30.0,5.0,36.0,11.0,7.0,5.0,4.0,4.0,1.0,3.0,0.0,3.0,3.0,2.0,4.0,71.0,29.0
Day93,11.0,1.0,67.0,68.0,2.0,44.0,9.0,7.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,4.0,64.0,36.0
Day94,15.0,2.0,74.0,32.0,54.0,37.0,12.0,5.0,2.0,2.0,2.0,4.0,3.0,3.0,8.0,3.0,3.0,2.0,69.0,31.0
Day95,12.0,2.0,65.0,43.0,2.0,74.0,6.0,9.0,6.0,3.0,2.0,2.0,3.0,1.0,4.0,3.0,1.0,3.0,65.0,35.0
Day96,52.0,4.0,77.0,16.0,4.0,32.0,60.0,6.0,3.0,3.0,4.0,3.0,1.0,3.0,4.0,2.0,2.0,3.0,76.0,24.0
Day97,11.0,3.0,70.0,13.0,2.0,37.0,9.0,57.0,2.0,1.0,1.0,2.0,3.0,2.0,6.0,4.0,2.0,2.0,67.0,33.0
Day98,19.0,1.0,68.0,12.0,2.0,38.0,16.0,20.0,47.0,3.0,4.0,8.0,3.0,3.0,5.0,3.0,0.0,6.0,66.0,34.0
Day99,59.0,3.0,75.0,33.0,1.0,39.0,8.0,5.0,8.0,48.0,2.0,3.0,3.0,2.0,4.0,7.0,6.0,4.0,73.0,27.0
Day100,14.0,2.0,73.0,11.0,4.0,33.0,9.0,65.0,3.0,5.0,59.0,5.0,1.0,2.0,1.0,1.0,3.0,1.0,73.0,27.0
Day101,42.0,4.0,71.0,19.0,1.0,39.0,59.0,9.0,0.0,1.0,3.0,51.0,4.0,2.0,7.0,2.0,1.0,4.0,70.0,30.0
Day102,56.0,0.0,71.0,16.0,4.0,38.0,66.0,8.0,2.0,1.0,1.0,3.0,59.0,2.0,2.0,2.0,3.0,3.0,70.0,30.0
Day103,41.0,3.0,67.0,15.0,0.0,42.0,61.0,7.0,4.0,2.0,1.0,6.0,5.0,47.0,3.0,2.0,5.0,4.0,67.0,33.0
Day104,11.0,1.0,93.0,30.0,1.0,35.0,12.0,7.0,6.0,1.0,6.0,4.0,2.0,5.0,62.0,0.0,2.0,2.0,70.0,30.0
Day105,14.0,0.0,76.0,51.0,2.0,71.0,10.0,10.0,3.0,1.0,1.0,4.0,5.0,0.0,1.0,55.0,3.0,0.0,75.0,25.0
Day106,10.0,0.0,69.0,54.0,1.0,83.0,12.0,4.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,5.0,61.0,6.0,69.0,31.0
Day107,12.0,6.0,75.0,49.0,3.0,69.0,10.0,8.0,2.0,3.0,5.0,3.0,2.0,5.0,4.0,2.0,0.0,56.0,72.0,28.0
Day108,63.0,1.0,72.0,27.0,2.0,37.0,13.0,6.0,1.0,3.0,3.0,3.0,4.0,2.0,5.0,4.0,3.0,2.0,71.0,29.0
Day109,13.0,58.0,74.0,27.0,0.0,34.0,9.0,9.0,2.0,4.0,5.0,5.0,2.0,1.0,1.0,3.0,1.0,3.0,72.0,28.0
Day110,11.0,2.0,87.0,32.0,2.0,37.0,10.0,9.0,6.0,1.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,71.0,29.0
Day111,12.0,2.0,64.0,66.0,1.0,42.0,11.0,10.0,3.0,3.0,3.0,5.0,1.0,4.0,4.0,1.0,2.0,2.0,64.0,36.0
Day112,12.0,3.0,75.0,33.0,50.0,36.0,8.0,6.0,5.0,3.0,4.0,3.0,3.0,0.0,4.0,4.0,4.0,3.0,72.0,28.0
