,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Day106,18.0,14.0,21.0,6.0,3.0,3.0,25.0,34.0,2.0,2.0,1.0,4.0,2.0,14.0,1.0,5.0,95.0,12.0,72.0,98.0
Day107,80.0,76.0,85.0,9.0,5.0,2.0,85.0,98.0,7.0,3.0,5.0,3.0,2.0,70.0,4.0,2.0,98.0,65.0,72.0,98.0
Day108,70.0,14.0,80.0,9.0,6.0,2.0,84.0,93.0,4.0,3.0,3.0,3.0,4.0,13.0,5.0,4.0,96.0,11.0,72.0,97.0
Day109,76.0,69.0,80.0,7.0,2.0,2.0,81.0,96.0,7.0,4.0,5.0,5.0,2.0,11.0,1.0,3.0,97.0,10.0,74.0,99.0
Day110,23.0,20.0,73.0,13.0,4.0,2.0,75.0,92.0,10.0,1.0,4.0,4.0,2.0,18.0,2.0,4.0,96.0,16.0,72.0,97.0
Day111,76.0,70.0,81.0,62.0,2.0,3.0,82.0,97.0,6.0,3.0,3.0,5.0,1.0,68.0,4.0,1.0,99.0,64.0,65.0,100.0
Day112,68.0,63.0,76.0,57.0,53.0,1.0,78.0,92.0,9.0,3.0,4.0,3.0,3.0,60.0,4.0,4.0,96.0,60.0,74.0,98.0
Day113,81.0,76.0,83.0,67.0,9.0,58.0,85.0,99.0,6.0,2.0,4.0,6.0,6.0,75.0,1.0,0.0,100.0,72.0,69.0,100.0
Day114,24.0,19.0,29.0,11.0,8.0,1.0,91.0,98.0,4.0,3.0,0.0,1.0,3.0,18.0,4.0,1.0,99.0,14.0,77.0,99.0
Day115,26.0,21.0,30.0,11.0,3.0,3.0,30.0,92.0,6.0,3.0,4.0,1.0,2.0,16.0,1.0,5.0,95.0,13.0,61.0,96.0
Day116,26.0,19.0,30.0,11.0,6.0,2.0,31.0,96.0,61.0,4.0,1.0,1.0,4.0,18.0,2.0,2.0,98.0,16.0,73.0,99.0
Day117,73.0,24.0,81.0,14.0,7.0,5.0,86.0,95.0,1.0,47.0,0.0,6.0,4.0,22.0,2.0,5.0,95.0,17.0,68.0,97.0
Day118,30.0,23.0,31.0,14.0,10.0,1.0,33.0,93.0,54.0,2.0,52.0,3.0,7.0,18.0,1.0,2.0,98.0,15.0,67.0,99.0
Day119,24.0,19.0,28.0,9.0,3.0,3.0,32.0,93.0,6.0,3.0,2.0,53.0,2.0,17.0,2.0,2.0,98.0,14.0,75.0,100.0
Day120,82.0,76.0,87.0,65.0,62.0,2.0,89.0,95.0,2.0,4.0,2.0,1.0,61.0,73.0,2.0,2.0,98.0,70.0,72.0,99.0
Day121,76.0,72.0,78.0,14.0,5.0,5.0,80.0,95.0,9.0,1.0,8.0,3.0,5.0,69.0,0.0,2.0,98.0,19.0,72.0,98.0
Day122,22.0,17.0,83.0,8.0,5.0,1.0,86.0,97.0,5.0,3.0,1.0,1.0,4.0,15.0,58.0,1.0,99.0,11.0,70.0,99.0
Day123,30.0,24.0,35.0,13.0,5.0,2.0,38.0,47.0,5.0,3.0,3.0,2.0,1.0,20.0,3.0,52.0,48.0,18.0,90.0,65.0
