,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Day112,2.0,50.0,48.0,13.0,74.0,1.0,2.0,2.0,5.0,50.0,4.0,6.0,50.0,48.0,60.0,4.0,10.0,3.0,48.0,53.0
Day113,3.0,49.0,79.0,3.0,50.0,56.0,3.0,2.0,2.0,49.0,4.0,10.0,52.0,52.0,57.0,0.0,3.0,5.0,48.0,58.0
Day114,2.0,52.0,49.0,6.0,53.0,1.0,62.0,2.0,4.0,60.0,0.0,1.0,58.0,57.0,59.0,1.0,4.0,3.0,59.0,78.0
Day115,2.0,58.0,61.0,67.0,54.0,4.0,0.0,54.0,2.0,43.0,4.0,5.0,44.0,46.0,86.0,5.0,62.0,3.0,41.0,61.0
Day116,3.0,81.0,54.0,10.0,50.0,2.0,1.0,3.0,60.0,53.0,1.0,2.0,54.0,53.0,57.0,2.0,7.0,4.0,50.0,55.0
Day117,2.0,52.0,54.0,9.0,53.0,4.0,5.0,2.0,1.0,78.0,0.0,6.0,56.0,55.0,61.0,5.0,7.0,3.0,53.0,53.0
Day118,5.0,51.0,47.0,13.0,49.0,1.0,2.0,3.0,2.0,53.0,52.0,55.0,55.0,54.0,84.0,2.0,10.0,1.0,52.0,51.0
Day119,2.0,49.0,49.0,12.0,45.0,3.0,4.0,2.0,4.0,47.0,2.0,56.0,44.0,43.0,78.0,2.0,9.0,5.0,47.0,55.0
Day120,3.0,40.0,41.0,9.0,39.0,2.0,2.0,3.0,0.0,52.0,2.0,3.0,73.0,39.0,45.0,2.0,8.0,5.0,51.0,49.0
Day121,2.0,56.0,57.0,12.0,55.0,5.0,2.0,3.0,1.0,45.0,8.0,11.0,46.0,74.0,65.0,2.0,8.0,5.0,45.0,59.0
Day122,2.0,51.0,49.0,10.0,48.0,1.0,3.0,5.0,5.0,56.0,1.0,2.0,54.0,51.0,82.0,1.0,8.0,3.0,56.0,49.0
Day123,3.0,51.0,50.0,59.0,47.0,2.0,3.0,2.0,2.0,51.0,4.0,6.0,50.0,50.0,80.0,50.0,53.0,5.0,49.0,55.0
Day124,2.0,52.0,54.0,68.0,49.0,4.0,1.0,3.0,3.0,49.0,5.0,6.0,47.0,50.0,87.0,3.0,63.0,2.0,49.0,54.0
Day125,4.0,55.0,49.0,10.0,57.0,2.0,3.0,3.0,6.0,56.0,1.0,3.0,54.0,54.0,61.0,1.0,7.0,52.0,54.0,76.0
Day126,44.0,59.0,57.0,9.0,57.0,3.0,4.0,1.0,6.0,59.0,5.0,8.0,59.0,58.0,63.0,3.0,6.0,4.0,56.0,76.0
Day127,2.0,78.0,54.0,11.0,49.0,1.0,3.0,3.0,1.0,48.0,1.0,3.0,46.0,44.0,54.0,2.0,11.0,3.0,46.0,57.0
Day128,4.0,54.0,79.0,11.0,52.0,0.0,1.0,2.0,6.0,48.0,2.0,6.0,52.0,54.0,61.0,2.0,6.0,2.0,46.0,59.0
Day129,2.0,60.0,59.0,63.0,62.0,2.0,4.0,3.0,2.0,54.0,1.0,3.0,53.0,53.0,91.0,3.0,7.0,3.0,53.0,55.0
Day130,1.0,54.0,50.0,11.0,84.0,2.0,1.0,2.0,4.0,56.0,1.0,3.0,55.0,53.0,63.0,3.0,8.0,3.0,56.0,48.0
Day131,0.0,52.0,79.0,14.0,49.0,52.0,3.0,4.0,4.0,51.0,2.0,5.0,51.0,49.0,59.0,5.0,13.0,4.0,49.0,56.0
Day132,2.0,68.0,67.0,7.0,67.0,0.0,61.0,0.0,2.0,58.0,1.0,5.0,56.0,57.0,70.0,2.0,5.0,1.0,55.0,86.0
Day133,4.0,54.0,58.0,56.0,53.0,4.0,3.0,51.0,1.0,41.0,4.0,9.0,42.0,43.0,79.0,2.0,55.0,2.0,37.0,63.0
Day134,3.0,79.0,54.0,16.0,56.0,3.0,4.0,4.0,51.0,50.0,3.0,3.0,51.0,54.0,65.0,6.0,13.0,0.0,50.0,54.0
Day135,2.0,46.0,43.0,11.0,46.0,2.0,2.0,2.0,1.0,83.0,5.0,9.0,56.0,52.0,61.0,2.0,9.0,2.0,62.0,42.0
Day136,4.0,57.0,58.0,11.0,56.0,1.0,5.0,3.0,1.0,50.0,53.0,55.0,50.0,48.0,83.0,1.0,9.0,2.0,49.0,59.0
Day137,3.0,55.0,54.0,12.0,52.0,2.0,4.0,2.0,3.0,51.0,5.0,56.0,52.0,52.0,85.0,0.0,5.0,1.0,49.0,56.0
Day138,2.0,52.0,51.0,16.0,52.0,1.0,6.0,5.0,2.0,56.0,3.0,4.0,81.0,57.0,65.0,2.0,13.0,5.0,55.0,54.0
Day139,3.0,51.0,49.0,9.0,51.0,2.0,3.0,1.0,4.0,53.0,3.0,7.0,54.0,77.0,58.0,4.0,8.0,7.0,52.0,54.0
Day140,4.0,53.0,52.0,14.0,51.0,5.0,0.0,2.0,2.0,56.0,6.0,7.0,54.0,56.0,89.0,5.0,12.0,4.0,55.0,51.0
Day141,2.0,56.0,57.0,60.0,53.0,2.0,4.0,0.0,5.0,46.0,5.0,8.0,44.0,45.0,83.0,57.0,59.0,2.0,45.0,59.0
Day142,4.0,53.0,53.0,52.0,50.0,3.0,3.0,0.0,3.0,50.0,4.0,7.0,47.0,50.0,80.0,0.0,45.0,3.0,49.0,54.0
Day143,5.0,56.0,56.0,8.0,57.0,2.0,5.0,3.0,1.0,50.0,1.0,2.0,51.0,49.0,57.0,0.0,5.0,52.0,48.0,83.0
Day144,50.0,47.0,47.0,14.0,46.0,2.0,2.0,5.0,2.0,48.0,3.0,8.0,46.0,45.0,57.0,1.0,9.0,2.0,48.0,76.0
Day145,3.0,76.0,44.0,10.0,57.0,3.0,0.0,5.0,2.0,63.0,1.0,4.0,60.0,61.0,65.0,1.0,8.0,4.0,62.0,43.0
Day146,2.0,53.0,82.0,6.0,51.0,4.0,2.0,0.0,1.0,52.0,0.0,0.0,52.0,50.0,53.0,1.0,3.0,1.0,52.0,50.0
Day147,7.0,50.0,50.0,64.0,46.0,3.0,5.0,3.0,4.0,49.0,1.0,3.0,49.0,47.0,80.0,2.0,13.0,3.0,48.0,57.0
Day148,3.0,50.0,49.0,16.0,76.0,1.0,0.0,6.0,4.0,49.0,4.0,5.0,49.0,49.0,59.0,2.0,15.0,8.0,48.0,56.0
Day149,6.0,56.0,76.0,11.0,51.0,52.0,3.0,1.0,4.0,55.0,2.0,4.0,58.0,53.0,61.0,3.0,7.0,2.0,54.0,52.0
Day150,2.0,56.0,50.0,10.0,54.0,5.0,51.0,3.0,4.0,56.0,3.0,6.0,57.0,57.0,63.0,2.0,5.0,2.0,56.0,71.0
Day151,2.0,52.0,48.0,60.0,48.0,1.0,1.0,51.0,5.0,54.0,2.0,4.0,52.0,52.0,82.0,2.0,55.0,6.0,54.0,50.0
Day152,2.0,81.0,61.0,9.0,47.0,7.0,0.0,3.0,57.0,45.0,3.0,3.0,48.0,48.0,55.0,1.0,9.0,1.0,43.0,58.0
Day153,4.0,64.0,65.0,11.0,62.0,4.0,4.0,3.0,1.0,79.0,2.0,4.0,61.0,61.0,68.0,2.0,5.0,6.0,44.0,66.0
Day154,4.0,50.0,48.0,9.0,47.0,2.0,1.0,2.0,3.0,52.0,52.0,56.0,51.0,47.0,79.0,3.0,8.0,2.0,51.0,51.0
Day155,3.0,55.0,52.0,11.0,56.0,3.0,4.0,4.0,1.0,56.0,4.0,51.0,54.0,54.0,89.0,4.0,9.0,1.0,54.0,50.0
Day156,3.0,70.0,71.0,9.0,68.0,2.0,2.0,3.0,4.0,37.0,2.0,4.0,76.0,63.0,72.0,2.0,6.0,5.0,34.0,71.0
Day157,3.0,50.0,52.0,14.0,50.0,1.0,8.0,4.0,0.0,50.0,0.0,3.0,51.0,72.0,56.0,2.0,10.0,4.0,49.0,58.0
Day158,2.0,62.0,62.0,11.0,61.0,5.0,2.0,1.0,1.0,49.0,4.0,8.0,49.0,52.0,88.0,3.0,7.0,2.0,45.0,59.0
Day159,4.0,49.0,47.0,58.0,50.0,3.0,3.0,5.0,6.0,61.0,1.0,4.0,62.0,62.0,87.0,51.0,56.0,4.0,60.0,47.0
Day160,3.0,48.0,47.0,57.0,48.0,4.0,2.0,5.0,5.0,56.0,2.0,3.0,55.0,54.0,81.0,1.0,54.0,3.0,54.0,49.0
Day161,3.0,47.0,45.0,13.0,46.0,2.0,2.0,1.0,5.0,51.0,3.0,5.0,50.0,49.0,57.0,6.0,11.0,47.0,48.0,73.0
Day162,59.0,43.0,44.0,6.0,41.0,2.0,4.0,1.0,2.0,43.0,3.0,5.0,44.0,43.0,49.0,2.0,6.0,3.0,38.0,85.0
Day163,1.0,77.0,56.0,8.0,51.0,3.0,2.0,2.0,3.0,50.0,1.0,3.0,48.0,47.0,55.0,1.0,6.0,5.0,49.0,56.0
